Country Name,Country Code,Series Name,Series Code,1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Indonesia,IDN,GDP at market prices (constant 2005 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Indonesia,IDN,GDP at market prices (current US$),NY.GDP.MKTP.CD,160000000000,180000000000,200000000000,230000000000,220000000000,95000000000,140000000000,170000000000,160000000000,200000000000,230000000000,260000000000,290000000000,360000000000,430000000000,510000000000,540000000000,760000000000,890000000000,920000000000,910000000000,890000000000,860000000000,930000000000,1000000000000
Indonesia,IDN,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1968.42,2083.36,2220.08,2358.12,2433.34,2084.14,2071.52,2143.66,2191.57,2259.31,2335.59,2420.4,2524.22,2627.91,2757.89,2885.31,2979,3122.36,3270.62,3421.27,3563.3,3692.97,3824.27,3968.06,4120.43
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Indonesia,IDN,Global leasing volume to GDP (%),GFDD.OI.17,..,..,..,..,..,..,0.263,0.26,0.134,..,0.69,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Indonesia,IDN,Gross National Income (current US$),NY.GNP.MKTP.CD,150000000000,170000000000,200000000000,220000000000,210000000000,90000000000,130000000000,150000000000,150000000000,190000000000,230000000000,250000000000,270000000000,350000000000,410000000000,490000000000,520000000000,730000000000,870000000000,890000000000,890000000000,860000000000,830000000000,900000000000,980000000000
Indonesia,IDN,Gross portfolio debt assets to GDP (%),GFDD.DM.11,..,..,..,..,..,..,..,..,1.09138,1.10735,1.11886,0.984922,0.777064,0.854948,0.581387,0.684805,0.577452,0.778908,0.756929,1.28141,1.35065,1.00868,1.10218,0.979903,1.11875
Indonesia,IDN,Gross portfolio debt liabilities to GDP (%),GFDD.DM.10,..,..,..,..,..,..,..,..,5.06559,3.70315,3.32466,3.62918,6.02653,6.2148,6.38274,5.43895,7.31933,7.5887,7.1144,8.44157,9.23625,11.5233,13.5262,14.1191,15.5479
Indonesia,IDN,Gross portfolio equity assets to GDP (%),GFDD.DM.09,..,..,..,..,..,..,..,..,0.009616,0.010578,0.012279,0.018189,0.030147,0.089366,0.184006,0.087468,0.147085,0.125433,0.140983,0.187867,0.266722,0.35772,0.446929,0.454473,0.586325
Indonesia,IDN,Gross portfolio equity liabilities to GDP (%),GFDD.DM.08,..,..,..,..,..,..,..,..,2.5642,3.03172,5.79915,5.58253,5.09908,7.94887,8.81029,2.68369,9.21105,11.7663,9.99507,10.994,8.51392,11.4661,9.85171,10.2344,11.0854
Indonesia,IDN,H-statistic,GFDD.OI.03,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.563,0.566,0.564,0.56,0.555,..,..,..
Indonesia,IDN,Insurance company assets to GDP (%),GFDD.DI.11,..,..,..,..,..,..,..,..,2.04249,2.08508,2.25058,2.56613,2.49202,2.61012,3.03571,2.50155,2.98824,3.41118,3.50754,3.82556,3.94547,4.35953,4.11608,4.42169,..
Indonesia,IDN,International debt issues to GDP (%),GFDD.DM.07,1.32331,2.15076,1.94246,4.55566,7.51701,14.3303,8.77532,6.0204,5.04625,4.10382,3.66092,3.59008,4.18629,4.51242,4.13429,4.09337,5.81804,4.62912,4.45806,5.49009,6.46385,7.31647,10.0285,10.5813,11.9129
Indonesia,IDN,Investments financed by banks (%),GFDD.AI.34,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,..,..,..,..,..,12.8,..,..
Indonesia,IDN,Investments financed by equity or stock sales (%),GFDD.AM.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,1.3,..,..
Indonesia,IDN,Lerner index,GFDD.OI.04,..,..,..,0.079991,0.114242,0.100269,-0.38481,0.078266,0.188113,0.15682,0.240318,0.340137,0.263395,0.265357,0.29986,0.318098,0.320761,0.370568,0.366917,0.381739,0.38797,0.355072,..,..,..
Indonesia,IDN,Life insurance premium volume to GDP (%),GFDD.DI.09,0.322037,0.41639,0.445809,0.505871,0.560647,0.480243,0.46426,0.492913,0.515709,0.580209,0.64137,0.751753,0.744093,0.881871,1.08409,0.94783,1.01591,1.01936,1.09822,1.19021,1.07374,1.01752,1.10191,1.21726,1.35173
Indonesia,IDN,Liquid assets to deposits and short term funding (%),GFDD.SI.06,..,..,..,33.7147,31.4555,28.789,27.5444,28.7311,31.0679,32.7707,34.3583,34.0371,35.3033,37.4793,36.1934,28.3298,30.4306,30.458,30.6066,28.4818,23.0325,21.9358,20.6188,19.4113,15.6811
Indonesia,IDN,Liquid liabilities in millions USD (2000 constant),GFDD.OI.07,102639,115244,136619,162745,102717,95336.8,118027,98309.8,99916.6,118937,133081,127847,136012,166154,182380,180195,197690,240988,273863,291524,258192,278291,269230,300596,314439
Indonesia,IDN,Liquid liabilities to GDP (%),GFDD.DI.05,33.7925,34.5865,36.1186,39.4593,41.3991,43.8968,46.1787,45.5857,44.1581,43.4736,41.5204,39.5683,36.4653,35.5076,35.1121,33.1394,30.8801,29.0388,30.0998,31.9913,33.1279,33.0114,33.3039,34.0128,34.0992
Indonesia,IDN,Loan from a financial institution in the past year (% age 15+),GFDD.AI.07,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.54771,..,..,13.1357,..,..,17.1755
Indonesia,IDN,Loan from a private lender in the past year (% age 15+),GFDD.AI.15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.97001,..,..,2.94216,..,..,..
Indonesia,IDN,Loan from an employer in the past year (% age 15+),GFDD.AI.16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.91374,..,..,..,..,..,..
Indonesia,IDN,Loan from family or friends in the past year (% age 15+),GFDD.AI.18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.3002,..,..,41.4866,..,..,35.7183
Indonesia,IDN,Loan in the past year (% age 15+),GFDD.AI.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.8361,..,..,54.8449
Indonesia,IDN,Loan through store credit in the past year (% age 15+),GFDD.AI.17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.46824,..,..,6.85594,..,..,..
Indonesia,IDN,Loans from nonresident banks (amounts outstanding) to GDP (%),GFDD.OI.09,1.35754,2.22961,2.00513,4.61803,7.91383,16.9112,8.76134,6.33859,5.36252,4.28395,3.7645,3.70585,4.58043,4.65315,4.27031,4.2283,5.91756,4.78987,4.54417,5.59698,6.67084,7.69015,10.2424,10.7349,12.0637
Indonesia,IDN,Loans from nonresident banks (net) to GDP (%),GFDD.OI.08,-0.058858,0.128327,0.201848,1.25478,0.946007,-0.259834,-0.979991,-0.308446,-0.190094,0.025554,-0.029816,0.001947,0.4621,0.652823,-0.119153,-0.058993,0.556359,0.177991,0.195975,0.183468,0.016438,-0.00797,0.408664,0.236834,0.363789
Indonesia,IDN,Loans requiring collateral (%),GFDD.AI.30,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.6,..,..,..,..,..,80.4,..,..
Indonesia,IDN,Market capitalization excluding top 10 companies to total market capitalization (%),GFDD.AM.02,..,..,..,..,..,39.3372,42.4686,45.8,45.8,42.507,45.8366,44.5113,46.8252,46.546,51.5881,48.6627,51.6408,59.4098,55.7069,56.2741,56.629,54.7561,51.2997,52.4887,52
Indonesia,IDN,Mobile phone used to pay bills (% age 15+),GFDD.AI.23,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4396,..,..,3.22294
Indonesia,IDN,Mobile phone used to send money (% age 15+),GFDD.AI.24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.642832,..,..,2.0418
Indonesia,IDN,Mutual fund assets to GDP (%),GFDD.DI.07,..,..,..,..,..,..,..,..,..,..,..,4.5,..,..,..,..,..,..,..,..,..,..,..,..,..
Indonesia,IDN,Nonbank financial institutions’ assets to GDP (%),GFDD.DI.03,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.32059,2.38108,2.74407,3.15564,3.38165,3.30287,4.87533,6.70964,6.93358
Indonesia,IDN,Nonfinancial corporate bonds to total bonds and notes outstanding (%),GFDD.AM.03,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.28286,3.89664,4.67894,5.18842,6.40752,6.50569,5.49565,8.94154,7.01156,7.30537
Indonesia,IDN,Non-life insurance premium volume to GDP (%),GFDD.DI.10,0.587792,0.670528,0.697101,0.64439,0.610687,0.666057,0.554159,0.499936,0.599793,0.647713,0.616056,0.600673,0.557354,0.489647,0.45483,0.438739,0.410593,0.362902,0.368175,0.370852,0.397706,0.4306,0.434356,0.414767,0.401863
Indonesia,IDN,"Number of listed companies per 1,000,000 people",GFDD.OM.01,0.901226,1.11903,1.20345,1.26062,1.38542,1.39507,1.32301,1.35216,1.46903,1.51823,1.51151,1.48241,1.48482,1.5001,1.6482,1.68174,1.66792,1.73673,1.79507,1.84744,1.91814,1.98331,2.01638,2.05311,2.13871
Indonesia,IDN,Outstanding domestic private debt securities to GDP (%),GFDD.DM.03,..,..,..,2.82239,1.85501,2.71087,6.42446,3.54374,3.12195,4.24727,5.26066,4.21546,2.42756,6.20391,5.91259,7.41679,11.5566,7.34146,4.43136,3.10663,2.82094,4.00294,4.34638,5.35255,6.07231
Indonesia,IDN,Outstanding domestic public debt securities to GDP (%),GFDD.DM.04,..,..,..,..,0.698388,2.23553,26.0055,23.5354,22.1234,21.5536,19.1944,16.2123,13.0042,12.3855,11.3935,9.29366,11.2068,9.13677,8.75209,9.09697,8.71383,10.5861,12.1911,14.1171,15.1179
Indonesia,IDN,Outstanding international private debt securities to GDP (%),GFDD.DM.05,1.13823,1.98716,1.79868,4.25195,7.20883,13.7088,8.27453,5.6175,4.81165,3.90798,3.49523,3.06202,2.93942,3.04942,2.56632,1.96832,2.6787,2.06703,1.97766,2.37491,2.97809,3.44661,4.57772,4.49411,5.13809
Indonesia,IDN,Outstanding international public debt securities to GDP (%),GFDD.DM.06,0.185078,0.163597,0.143779,0.303711,0.308183,0.621472,0.500793,0.402895,0.2346,0.19584,0.16569,0.528064,1.24687,1.463,1.56797,2.12505,3.13933,2.56209,2.4804,3.11518,3.48576,3.86986,5.45078,6.0872,6.77482
Indonesia,IDN,Pension fund assets to GDP (%),GFDD.DI.13,..,..,..,..,..,..,..,..,..,2.02878,2.16471,2.21745,2.0183,2.06397,2.04567,1.59838,1.79759,1.83155,1.74347,1.78453,1.65093,1.76107,1.73607,1.84479,1.87863
Indonesia,IDN,"Population, total",SP.POP.TOTL,190000000,190000000,200000000,200000000,200000000,210000000,210000000,210000000,210000000,220000000,220000000,220000000,230000000,230000000,230000000,240000000,240000000,240000000,250000000,250000000,250000000,260000000,260000000,260000000,260000000
Indonesia,IDN,Private credit by deposit money banks and other financial institutions to GDP (%),GFDD.DI.12,37.0464,39.1838,40.4964,42.3831,44.2987,43.5352,28.0256,16.2299,15.8475,16.4601,17.7002,19.8227,20.7942,20.7244,20.769,21.4295,23.5116,24.6591,26.7966,30.312,33.1429,34.0385,35.9826,37.7331,37.4023
Indonesia,IDN,Private credit by deposit money banks to GDP (%),GFDD.DI.01,37.0464,39.1838,40.4964,42.3831,44.2987,43.5352,28.0256,16.2299,15.8475,16.4601,17.7002,19.8227,20.7942,20.7244,20.769,21.4295,22.3513,22.278,24.0525,27.1564,29.7612,30.7356,31.4799,31.8712,31.4191
Indonesia,IDN,Provisions to nonperforming loans (%),GFDD.SI.07,..,..,..,..,..,28.6,77.7,36.1,..,130,112.4,137.4,38.1,49.1,59.8,58.8,62.3,57.1442,60.6654,51.986,50.909,50.8346,51.4896,57.8262,55.1734
Indonesia,IDN,Remittance inflows to GDP (%),GFDD.OI.13,0.218978,0.253827,0.322067,0.350091,0.336039,1.00389,0.792135,0.721241,0.651929,0.643419,0.634107,0.726654,1.89584,1.56962,1.42853,1.3316,1.25892,0.915919,0.775387,0.785754,0.834435,0.959926,1.12204,0.955776,0.885299
Indonesia,IDN,Saved any money in the past year (% age 15+),GFDD.AI.12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.2987,..,..,61.776
Indonesia,IDN,Saved at a financial institution in the past year (% age 15+),GFDD.AI.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.2883,..,..,26.5631,..,..,21.5344
Indonesia,IDN,Saved using a savings club in the past year (% age 15+),GFDD.AI.13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.8601,..,..,25.2252,..,..,29.9227
Indonesia,IDN,Small firms with a bank loan or line of credit (%),GFDD.AI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.5,..,..,..,..,..,25.3,..,..
Indonesia,IDN,Stock market capitalization to GDP (%),GFDD.DM.01,14.1449,22.4017,31.9118,34.4437,24.1865,16.4552,33.171,26.5131,14.0069,14.1801,18.4297,24.3461,25.6439,30.7041,40.3214,30.2338,28.2156,39.8778,42.7255,43.1945,40.3815,40.2286,42.0766,41.8068,46.5715
Indonesia,IDN,"Stock market return (%, year-on-year)",GFDD.OM.02,30.8092,31.0716,-5.59614,23.5448,3.67883,-31.294,31.307,-7.29905,-20.2878,11.9832,12.2991,56.2447,37.1151,30.4311,52.4975,-2.98969,-5.79379,54.3452,21.9231,10.0383,11.9895,6.8711,-0.01127,2.50027,14.0736
Indonesia,IDN,Stock market total value traded to GDP (%),GFDD.DM.02,5.60688,5.83915,6.40201,10.2113,11.1841,10.7786,13.5799,9.92377,6.32114,5.89056,5.57185,6.58482,8.22493,9.54794,15.4533,16.5505,14.4722,13.4179,11.9663,10.4043,9.96629,9.88813,8.99297,8.87894,9.01281
Indonesia,IDN,Stock market turnover ratio (%),GFDD.EM.01,40.9757,29.7803,22.2849,41.4211,42.1499,82.3318,45.5679,29.4883,42.8863,44.6488,29.4917,34.9894,38.0026,36.0227,54.462,49.1694,56.5357,34.6885,27.6457,23.187,26.8277,25.3156,20.7183,23.2057,19.563
Indonesia,IDN,Stock price volatility,GFDD.SM.01,11.1371,14.0613,14.6744,14.9451,18.163,41.7722,44.5838,33.6501,24.3951,21.9588,23.253,21.8477,20.0923,19.9563,21.4462,28.4126,35.7509,26.3452,20.7373,21.2389,17.182,19.6236,14.6311,16.5239,13.0838
Indonesia,IDN,Syndicated loan average maturity (years),GFDD.DM.14,..,..,..,..,..,..,..,5.41382,5.72746,3.78647,9.24178,3.73766,3.506,8.97915,6.83072,6.05144,6.32389,7.10626,5.7236,6.09402,5.13245,6.51366,5.37871,10.2959,8.4183
Indonesia,IDN,Syndicated loan issuance volume to GDP (%),GFDD.DM.12,..,..,..,..,..,..,..,0.418207,0.331711,0.313497,1.76477,0.721516,0.371436,1.50329,1.23771,1.98291,2.03649,1.53809,1.75468,1.51961,1.44643,1.67301,1.07864,2.30739,2.22315
Indonesia,IDN,Total factoring volume to GDP (%),GFDD.OI.18,..,0.276,1.2,1.221,0.865,0.035,0.024,0.002,0,..,..,..,..,..,..,..,..,..,0.000467,0.00042,0.119149,0.120637,0.087864,0.080921,0.075678
Indonesia,IDN,Value of collateral needed for a loan (% of the loan amount),GFDD.AI.31,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,..,..,..,..,..,241.1,..,..
Indonesia,IDN,Value traded excluding top 10 traded companies to total value traded (%),GFDD.AM.01,..,..,..,..,..,45.1314,47.3627,47.9,32.6,27.8997,41.647,44.8226,45.9372,45.2956,53.3319,46.0959,47.6906,57.733,55.1935,60.0058,62.4288,60.4301,47.8612,59.0593,59
Indonesia,IDN,Working capital financed by banks (%),GFDD.AI.35,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.1,..,..,..,..,..,9.9,..,..
"Korea, Rep.",KOR,5-bank asset concentration,GFDD.OI.06,..,..,..,68.5129,68.2712,97.4311,..,..,..,..,..,..,..,..,..,..,79.3139,74.8619,73.8748,74.1246,74.4362,74.4125,84.6012,83.7722,84.1212
"Korea, Rep.",KOR,Account at a formal financial institution (% age 15+),GFDD.AI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.0469,..,..,94.3608,..,..,94.851
"Korea, Rep.",KOR,Account used for business purposes (% age 15+),GFDD.AI.08,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.969,..,..,..,..,..,..
"Korea, Rep.",KOR,Account used to receive government payments (% age 15+),GFDD.AI.09,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.6975,..,..,20.0871
"Korea, Rep.",KOR,Account used to receive remittances (% age 15+),GFDD.AI.10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,Account used to receive wages (% age 15+),GFDD.AI.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.8903,..,..,48.7918
"Korea, Rep.",KOR,"ATMs per 100,000 adults",GFDD.AI.25,..,..,..,..,..,..,..,..,..,..,..,208.164,212.142,218.245,234.238,241.828,247.122,265.375,281.268,288.476,288.632,280.966,276.275,271.875,272.82
"Korea, Rep.",KOR,"Bank accounts per 1,000 adults",GFDD.AI.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Bank branches per 100,000 adults",GFDD.AI.02,..,..,..,..,..,..,..,..,..,..,..,16.7981,17.3325,17.8245,18.3086,18.6992,18.1945,18.1792,18.2232,18.3143,18.0238,17.2064,16.7754,16.2575,15.4496
"Korea, Rep.",KOR,Bank capital to total assets (%),GFDD.SI.03,..,..,..,..,..,2.8,3.9,4.6,4.8,7.2,7,8,9.3,..,..,6.3,7.3,7.59542,8.11365,8.23126,8.27255,8.13114,..,..,..
"Korea, Rep.",KOR,Bank concentration (%),GFDD.OI.01,..,..,..,44.3637,44.5198,83.824,92.8258,100,..,..,100,100,100,100,..,..,55.6693,51.757,50.5735,50.4182,49.8423,50.1359,61.1374,53.0845,52.395
"Korea, Rep.",KOR,Bank cost to income ratio (%),GFDD.EI.07,..,..,..,76.7039,81.8819,67.208,41.9075,44.7381,43.5853,42.7899,41.4111,42.9275,53.1224,139.276,55.5935,60.1549,59.2009,43.3696,42.1115,52.8114,58.1739,60.4296,74.1123,71.4895,63.3523
"Korea, Rep.",KOR,Bank credit to bank deposits (%),GFDD.SI.04,144.99,144.357,144.657,146.352,152.299,141.927,126.71,119.317,115.848,121.114,127.114,129.634,133.836,143.369,159.052,167.75,159.667,145.241,135.97,131.774,116.526,108.5,107.124,106.286,107.402
"Korea, Rep.",KOR,Bank deposits to GDP (%),GFDD.OI.02,30.6153,30.5468,30.4052,31.5951,32.9095,41.861,48.0224,54.129,60.3903,60.697,61.9316,58.9866,56.5067,55.7085,52.4009,53.7645,58.2733,60.3393,64.4086,65.9052,91.3074,118.196,119.949,122.709,123.835
"Korea, Rep.",KOR,Bank lending-deposit spread,GFDD.EI.02,..,..,0.166667,0.958333,1.07167,1.99167,1.44833,0.606667,1.91583,1.82083,1.98583,2.03,1.87167,1.48417,1.3775,1.2975,2.16667,1.655,1.605,1.695,1.7525,1.7275,1.72417,1.81,1.80667
"Korea, Rep.",KOR,Bank net interest margin (%),GFDD.EI.01,..,..,..,2.17412,1.52405,1.9777,2.84979,2.3437,1.45527,2.10837,2.31034,4.06766,2.95664,0.157604,1.90266,1.70984,2.05814,4.97753,2.66575,2.51081,2.23311,2.05975,1.5191,1.86405,2.01095
"Korea, Rep.",KOR,Bank noninterest income to total income (%),GFDD.EI.03,..,..,..,40.4075,43.5258,34.9157,33.6224,39.0357,40.7343,27.5456,25.0705,23.9996,21.7407,13.7515,17.2532,14.1394,22.0644,16.5912,17.7578,20.3819,20.7395,20.4931,40.1406,37.8185,34.2584
"Korea, Rep.",KOR,Bank non-performing loans to gross loans (%),GFDD.SI.02,..,..,..,..,..,7.4,8.3,8.9,3.4,2.4,2.6,1.9,1.2,0.8,0.7,0.6,0.6,0.588001,0.484156,0.594292,0.570682,0.487829,..,..,..
"Korea, Rep.",KOR,Bank overhead costs to total assets (%),GFDD.EI.04,..,..,..,2.11652,1.77378,2.20106,1.6957,1.50644,0.975685,1.14842,1.20746,2.09803,1.83048,0.231026,1.17771,1.09918,1.43828,2.35584,1.23313,1.51126,1.47192,1.40345,1.70732,1.99494,1.80608
"Korea, Rep.",KOR,Bank regulatory capital to risk-weighted assets (%),GFDD.SI.05,..,..,..,..,..,8.2,10.8,10.5,11.7,11.2,11.1,12.1,13,12.8,12.3,12.3,14.4,14.3162,13.9711,14.303,14.474,13.9965,..,..,..
"Korea, Rep.",KOR,"Bank return on assets (%, after tax)",GFDD.EI.05,..,..,..,0.200507,-0.561408,-2.34754,-1.53317,0.294264,0.433208,0.94148,0.74179,1.13293,1.07541,-0.069961,0.488998,0.034692,0.177965,1.22772,0.889985,0.595341,0.395449,0.407867,0.318096,0.480858,0.6226
"Korea, Rep.",KOR,"Bank return on assets (%, before tax)",GFDD.EI.09,..,..,..,0.302005,-0.522944,-2.34429,-1.29589,0.615066,0.538609,1.33166,1.06891,1.50215,1.24307,-0.067296,0.715973,0.088099,0.242679,1.41296,1.14508,0.742928,0.510508,0.512542,0.401678,0.583016,0.78715
"Korea, Rep.",KOR,"Bank return on equity (%, after tax)",GFDD.EI.06,..,..,..,3.4531,-11.512,-50.4423,-34.725,5.77882,8.77122,18.7915,14.9889,22.6926,19.7582,-1.20694,11.849,0.848848,4.3232,15.51,11.3544,7.65412,4.97692,5.16354,4.23734,6.73467,8.79123
"Korea, Rep.",KOR,"Bank return on equity (%, before tax)",GFDD.EI.10,..,..,..,5.20107,-10.7232,-50.3542,-29.3509,12.0788,10.9053,26.5793,21.5986,30.0882,22.8386,-1.16096,17.3489,2.15563,5.89527,17.8502,14.609,9.55159,6.42501,6.48871,5.35073,8.16544,11.1147
"Korea, Rep.",KOR,Bank Z-score,GFDD.SI.01,..,..,..,7.83182,4.50945,2.52313,5.1411,7.00607,7.63222,7.94004,7.8947,8.36544,9.50619,2.53282,6.44159,5.45649,6.12523,11.8377,11.7138,11.6022,11.506,11.2211,10.2672,10.3845,10.5218
"Korea, Rep.",KOR,"Banking crisis dummy (1=banking crisis, 0=none)",GFDD.OI.19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Rep.",KOR,Boone indicator,GFDD.OI.05,..,..,..,..,..,..,0.201236,0.078227,0.032933,0.064181,0,0.02059,0.044151,0.108748,..,..,0,0,-0.023897,-0.019038,-0.011023,-0.007966,..,..,..
"Korea, Rep.",KOR,Central bank assets to GDP (%),GFDD.DI.06,0.996998,0.891605,0.674414,0.537558,0.974789,2.17488,2.02729,1.23765,1.09261,0.98761,0.896858,0.668425,0.617044,0.865065,1.06055,1.17549,1.20867,1.19516,1.17683,1.30907,1.41908,1.41153,1.28859,1.0678,0.975497
"Korea, Rep.",KOR,Checks used to make payments (% age 15+),GFDD.AI.19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.9973,..,..,..,..,..,..
"Korea, Rep.",KOR,Consolidated foreign claims of BIS reporting banks to GDP (%),GFDD.OI.14,12.369,14.0546,15.433,18.0582,17.6901,20.4165,16.3879,13.6055,13.6416,14.1692,15.2244,20.9001,24.5223,28.5529,33.3614,29.8816,37.6258,31.0443,27.549,27.0252,22.3005,20.8266,18.6595,17.8868,20.1085
"Korea, Rep.",KOR,"Consumer price index (2010=100, average)",GFDD.OE.02,54.219,57.6163,60.1979,63.1625,65.9663,70.9226,71.4992,73.1145,76.0876,78.1896,80.9378,83.844,86.1531,88.0845,90.3174,94.5386,97.1447,100,104.026,106.301,107.685,109.057,109.827,110.895,113.051
"Korea, Rep.",KOR,"Consumer price index (2010=100, December)",GFDD.OE.01,55.2469,58.3232,61.0953,64.1046,68.3187,71.0281,71.9902,73.9913,76.3317,79.1818,81.889,84.3745,86.5842,88.3931,91.5814,95.3716,98.0426,101.017,105.218,106.718,107.938,108.838,110.07,111.542,113.112
"Korea, Rep.",KOR,Corporate bond average maturity (years),GFDD.DM.15,..,..,..,..,..,..,..,2.7268,2.98622,2.94246,3.71882,4.25822,4.20615,4.51095,4.36365,3.43221,3.67422,3.97434,4.43736,5.65273,5.90997,5.62384,5.71746,4.59024,4.89473
"Korea, Rep.",KOR,Corporate bond issuance volume to GDP (%),GFDD.DM.13,..,..,..,..,..,..,..,3.29912,5.88608,4.46945,3.57792,4.01933,3.0908,2.19799,2.18485,2.94521,4.73988,3.74918,5.12608,5.17475,3.83713,3.23362,2.37277,2.09957,2.50105
"Korea, Rep.",KOR,Credit card (% age 15+),GFDD.AI.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.4307,..,..,56.0183,..,..,63.6613
"Korea, Rep.",KOR,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,1.91609,1.7225,1.54458,1.31438,1.54301,2.87933,3.92388,3.93352,10.3168,8.71192,8.49131,9.36035,9.54952,10.2477,8.93457,8.81714,9.98194,9.44981,8.7142,8.85034,9.48472,9.78757,10.1494,9.86102,8.59973
"Korea, Rep.",KOR,Debit card (% age 15+),GFDD.AI.21,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.9127,..,..,66.7647,..,..,75.2832
"Korea, Rep.",KOR,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,97.8915,98.0902,98.5395,98.8833,98.1416,96.5929,96.935,98.2187,98.5509,98.7507,98.9317,99.1813,99.2445,99.0091,98.8345,98.8005,98.807,98.7499,98.7642,98.6121,98.7691,98.9823,99.0729,99.2411,99.3154
"Korea, Rep.",KOR,Deposit money banks'' assets to GDP (%),GFDD.DI.02,46.2873,45.7937,45.5029,47.5992,51.4793,61.6594,64.1155,68.2436,74.3082,78.0678,83.0571,80.9761,81.0585,86.4366,89.9315,96.8186,100.107,94.4118,94.0487,93.0103,113.87,137.288,137.697,139.64,141.522
"Korea, Rep.",KOR,Depositing/withdrawing at least once in a typical month (% age 15+),GFDD.AI.26,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.2239,..,..,..,..,..,..
"Korea, Rep.",KOR,Domestic credit to private sector (% of GDP),GFDD.DI.14,49.5591,50.2053,49.5203,52.9215,57.9177,63.2809,68.5345,73.6033,106.058,116.022,114.74,109.776,114.819,127.221,134.88,148.34,144.527,135.928,138.133,136.693,134.908,138.358,140.073,142.955,144.798
"Korea, Rep.",KOR,Electronic payments used to make payments (% age 15+),GFDD.AI.22,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.3177,..,..,90.7611
"Korea, Rep.",KOR,External loans and deposits of reporting banks vis-à-vis all sectors (% of domestic bank deposits),GFDD.OI.12,..,..,14.8439,15.3712,22.8003,21.9531,12.9461,9.0623,8.90989,8.27119,9.19476,11.6746,8.8438,9.61383,12.6223,9.27664,7.34094,6.51441,7.92341,6.88011,5.69709,4.51169,6.44312,6.00954,5.53777
