COUNTRY,WB COUNTRY CODE,YEAR,WB REGION,WB INCOME GROUP,DEPOSIT MONEY BANK ASSETS to (DEPOSIT MONEY + CENTRAL) BANK ASSETS (%),LIQUID LIABILITIES to GDP (%),CENTRAL BANK ASSETS to GDP (%),DEPOSIT MONEY BANK ASSETS to GDP (%),OTHER FINANCIAL INSTITUTIONS ASSETS to GDP (%),PRIVATE CREDIT BY DEPOSIT MONEY BANKS to GDP (%),PRIVATE CREDIT BY DEPOSIT MONEY BANKS AND OTHER FINANCIAL INSTITUTIONS to GDP (%),BANK DEPOSITS to GDP (%),FINANCIAL SYSTEM DEPOSITS to GDP (%),BANK CREDIT to BANK DEPOSITS (%),LIQUID LIABILITIES (IN MIL. 2010 USD),BANK OVERHEAD COSTS to TOTAL ASSETS (%),NET INTEREST MARGIN (%),BANK CONCENTRATION (%),BANK ROA,BANK ROE,BANK COST to INCOME RATIO (%),BANK Z-SCORE,LIFE INSURANCE PREMIUM VOLUME to GDP (%),NON-LIFE INSURANCE PREMIUM VOLUME to GDP (%),STOCK MARKET CAPITALIZATION to GDP (%),STOCK MARKET TOTAL VALUE TRADED to GDP (%),STOCK MARKET TURNOVER RATIO (%),NO. OF LISTED COMPANIES PER 10K POPULATION,PRIVATE BOND MARKET CAPITALIZATION to GDP (%),PUBLIC BOND MARKET CAPITALIZATION to GDP (%),INTERNATIONAL DEBT ISSUES to GDP (%),LOANS FROM NON-RESIDENT BANKS (NET) to GDP (%),LOANS FROM NON-RESIDENT BANKS (AMT OUTSTANDING) to GDP (%),OFFSHORE BANK DEPOSITS to DOMESTIC BANK DEPOSITS (%),REMITTANCE INFLOWS to GDP (%)
Indonesia,IDN,1996,East Asia & Pacific,Lower middle income,98.36763,39.4593,0.7400966,44.59873,,42.38309,42.38309,36.01271,36.01271,117.6892,162744.8,2.639913,3.597872,28.90712,1.106679,15.9711,60.31656,3.083833,0.5058714,0.6443901,34.4437,10.2113,41.42105,126.0623,2.822387,,4.555658,1.254785,4.61803,3.27056,0.3500907
Indonesia,IDN,1997,East Asia & Pacific,Lower middle income,98.5953,41.3991,0.6639105,46.59941,,44.29873,44.29873,38.0382,38.0382,116.4585,102716.9,3.092,2.461203,32.94053,-0.3206105,5.634923,68.37346,2.502829,0.5606472,0.6106869,24.18648,11.1841,42.14994,138.5421,1.855013,0.6983881,7.517015,0.9460067,7.913826,4.468298,0.3360386
Indonesia,IDN,1998,East Asia & Pacific,Lower middle income,96.44071,43.89677,1.689358,45.77399,,43.53518,43.53518,40.51049,40.51049,107.4664,95336.77,5.993236,1.395276,45.0331,-29.11687,0.7107182,43.67628,3.418114,0.4802435,0.6660567,16.4552,10.77856,82.33177,139.5069,2.710872,2.235527,14.33026,-0.259834,16.91121,10.51067,1.003892
Indonesia,IDN,1999,East Asia & Pacific,Lower middle income,78.69572,46.17873,10.77843,39.81436,,28.02558,28.02558,42.34881,42.34881,66.17795,118027.2,4.254374,6.067707,63.12414,-12.93348,-211.4429,48.73655,,0.4642598,0.554159,33.17096,13.57986,45.56789,132.301,6.424458,26.00546,8.775321,-0.9799905,8.761344,6.719638,0.7921352
Indonesia,IDN,2000,East Asia & Pacific,Lower middle income,71.39987,45.58567,16.10704,40.21102,,16.22989,16.22989,41.07272,41.07272,39.51502,98309.77,2.559031,4.899151,55.07238,0.4401299,9.038803,66.45941,2.570667,0.492913,0.4999363,26.51308,9.923773,29.48831,135.2157,3.543745,23.53537,6.020396,-0.3084456,6.338587,4.858465,0.7212415
Indonesia,IDN,2001,East Asia & Pacific,Lower middle income,72.85079,44.15809,15.12309,40.58052,,15.84755,15.84755,39.78941,39.78941,39.82855,99916.65,2.23358,3.727804,56.13892,0.8344864,20.42291,50.18304,2.909034,0.5157094,0.5997933,14.00694,6.32114,42.8863,146.9029,3.121945,22.1234,5.046255,-0.190094,5.36252,5.184764,0.6519289
Indonesia,IDN,2002,East Asia & Pacific,Lower middle income,69.82919,43.47363,16.38293,37.91766,,16.46007,16.46007,39.44263,39.44263,41.73168,118937.4,2.930626,4.471586,54.22066,1.391063,19.7174,51.44777,3.359405,0.5802088,0.6477134,14.18006,5.890559,44.64881,151.8234,4.247274,21.55363,4.103821,0.0255545,4.283948,5.113142,0.643419
Indonesia,IDN,2003,East Asia & Pacific,Lower middle income,70.88269,41.52037,14.62126,35.59375,,17.70021,17.70021,37.50103,37.50103,47.19926,133080.8,3.237662,5.267876,51.31766,1.769379,21.13252,52.7429,3.97673,0.64137,0.6160561,18.42972,5.571846,29.49167,151.151,5.260662,19.19438,3.660924,-0.0298161,3.764496,4.776124,0.6341073
Indonesia,IDN,2004,East Asia & Pacific,Lower middle income,73.64132,39.56828,12.22492,34.15418,,19.82273,19.82273,35.47643,35.47643,55.87578,127846.9,3.307458,5.878487,47.25722,2.349745,24.638,48.57335,4.59884,0.7517534,0.6006731,24.34606,6.584817,34.9894,148.2406,4.215457,16.21231,3.590079,0.0019468,3.705854,4.481073,0.7266538
Indonesia,IDN,2005,East Asia & Pacific,Lower middle income,75.42278,36.46529,10.40789,31.9398,,20.79423,20.79423,32.63973,32.63973,63.70834,136011.6,3.538471,5.846559,42.84161,1.584395,16.21378,55.61567,4.095624,0.7440935,0.5573539,25.64393,8.22493,38.00256,148.4824,2.427563,13.00423,4.18629,0.4621004,4.580426,5.06823,1.895843
Indonesia,IDN,2006,East Asia & Pacific,Lower middle income,77.42368,35.50765,8.770812,30.07878,,20.72444,20.72444,31.72502,31.72502,65.32523,166154.4,3.606565,6.413624,42.36975,1.716286,17.39145,52.54301,4.402365,0.8818706,0.4896474,30.70406,9.547941,36.02269,150.0099,6.203908,12.38547,4.512416,0.652823,4.653146,3.979766,1.569616
Indonesia,IDN,2007,East Asia & Pacific,Lower middle income,80.37437,35.11214,7.051119,28.877,,20.76897,20.76897,31.23716,31.23716,66.48801,182379.6,3.54513,6.09196,42.3483,1.684994,16.65246,53.20782,4.344882,1.084086,0.4548297,40.32145,15.45327,54.46204,164.8203,5.912593,11.39354,4.134291,-0.1191532,4.270311,3.944087,1.428529
Indonesia,IDN,2008,East Asia & Pacific,Lower middle income,83.60747,33.13941,5.519246,28.15002,,21.42952,21.42952,29.45227,29.45227,72.76016,180195.3,3.29061,5.614523,42.96478,1.134124,15.49731,51.86849,4.030236,0.94783,0.4387386,30.23376,16.55047,49.16939,168.1745,7.416791,9.293661,4.093371,-0.0589932,4.228301,2.883401,1.331599
Indonesia,IDN,2009,East Asia & Pacific,Lower middle income,85.31302,30.88009,4.887827,28.39219,2.320591,22.3513,23.51159,29.76892,29.76892,75.08267,197689.6,3.778042,6.596171,44.11348,1.899302,19.44814,50.28603,4.459344,1.015914,0.4105934,28.21564,14.47218,56.53574,166.792,11.55663,11.20678,5.818037,0.5563586,5.917564,3.030621,1.258925
Indonesia,IDN,2010,East Asia & Pacific,Lower middle income,86.57793,29.03883,4.259724,27.47698,2.381079,22.27799,24.65907,29.88828,29.88828,74.53753,240987.6,3.706788,6.842327,42.31484,2.262043,21.47305,47.70561,4.847707,1.019364,0.3629017,39.87782,13.41792,34.68847,173.6727,7.341463,9.136767,4.629115,0.177991,4.789866,2.429939,0.915919
Indonesia,IDN,2011,East Asia & Pacific,Lower middle income,87.6557,30.09982,4.000004,28.40366,2.744075,24.05254,26.79662,30.31281,30.31281,79.34779,273863.4,3.380194,6.24487,41.36655,2.267141,20.05794,48.85958,5.162674,1.098218,0.3681751,42.72551,11.9663,27.64571,179.5067,4.431362,8.752091,4.458058,0.1959754,4.544166,2.054425,0.7753875
Indonesia,IDN,2012,East Asia & Pacific,Lower middle income,88.67203,31.99129,4.03305,31.56953,3.155638,27.1564,30.31204,31.87676,31.87676,85.19185,291524,3.248345,5.841872,40.60376,2.310783,19.54811,48.38268,5.271264,1.190213,0.3708521,43.19451,10.40427,23.187,184.7436,3.106632,9.09697,5.490093,0.1834683,5.596981,2.14976,0.7857537
Indonesia,IDN,2013,East Asia & Pacific,Lower middle income,90.13188,33.12788,3.797999,34.68957,3.381648,29.76124,33.14289,32.83181,32.83181,90.64758,258191.7,2.940074,5.231655,38.40766,2.127987,17.581,47.09159,5.328296,1.073737,0.3977057,40.38151,9.96629,26.82771,191.814,2.820935,8.713829,6.463855,0.0164379,6.670837,1.876075,0.8344349
Indonesia,IDN,2014,East Asia & Pacific,Lower middle income,91.19945,33.01141,3.457524,35.83004,3.302872,30.73561,34.03849,32.9214,32.9214,93.36059,278290.9,3.139858,5.67866,40.33564,2.155958,17.35376,47.88175,5.441984,1.017517,0.4306002,40.22856,9.888127,25.31561,198.331,4.002936,10.5861,7.316466,-0.0079702,7.690151,2.042144,0.9599262
Indonesia,IDN,2015,East Asia & Pacific,Lower middle income,92.00369,33.30392,3.210899,36.94389,4.875326,31.47986,35.98256,33.64563,33.64563,93.563,269230.2,3.05686,5.701852,39.70194,1.751854,13.35272,47.89499,5.732457,1.10191,0.4343562,42.07661,8.99297,20.71826,201.6385,4.346382,12.19111,10.0285,0.4086638,10.24238,2.216805,1.122045
Indonesia,IDN,2016,East Asia & Pacific,Lower middle income,92.77117,34.01279,2.964468,38.04454,6.709636,31.87121,37.73309,34.38305,34.38305,92.69453,300596,3.242441,6.391364,39.83762,1.717823,11.92521,46.47392,6.175931,1.217261,0.4147666,41.80678,8.878941,23.20571,205.3112,5.35255,14.11713,10.5813,0.2368337,10.73489,1.644618,0.9557756
Indonesia,IDN,2017,East Asia & Pacific,Lower middle income,93.12334,34.09917,2.811659,38.07532,6.933581,31.41914,37.40233,34.30801,34.30801,91.57959,314438.9,3.256518,6.02832,40.69299,1.909402,12.79066,47.95689,6.227013,1.351735,0.4018629,46.57153,9.012806,19.563,213.8707,6.072309,15.11792,11.91291,0.3637891,12.06374,1.910141,0.8852986
"Korea, Rep.",KOR,1960,East Asia & Pacific,High income,30.39572,11.4398,11.54508,5.041657,6.41798,4.919776,11.33776,5.373286,5.656731,91.55991,3196.821,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,1961,East Asia & Pacific,High income,42.39491,12.29954,11.11166,8.177711,6.401384,8.053318,14.4547,6.290046,6.749433,128.0327,2316.721,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,1962,East Asia & Pacific,High income,51.43526,13.0674,10.62223,11.25008,6.363644,11.13873,17.50238,7.808003,8.499383,142.6579,2864.91,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,1963,East Asia & Pacific,High income,54.23937,10.56302,8.333658,9.877758,5.275933,9.787233,15.06317,6.872689,7.383419,142.4076,3024.145,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,1964,East Asia & Pacific,High income,57.1428,8.506486,6.266994,8.355973,4.42438,8.267118,12.6915,5.382679,5.636726,153.5874,1747.631,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,1965,East Asia & Pacific,High income,58.98399,10.01714,6.353774,9.137186,4.498256,8.994123,13.49238,6.520048,6.788179,137.9457,2462.611,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,1966,East Asia & Pacific,High income,62.38201,12.15412,5.739107,9.517175,4.238341,9.425412,13.66375,8.568216,8.846068,110.0044,3856.417,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,1967,East Asia & Pacific,High income,72.10033,15.64645,4.974765,12.85614,4.12631,12.68895,16.81526,11.79627,12.01827,107.5675,5978.12,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,1968,East Asia & Pacific,High income,82.64878,20.32026,4.058742,19.33295,4.226487,19.12018,23.34666,16.24215,16.76379,117.7195,9599.108,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,1969,East Asia & Pacific,High income,88.55417,25.34093,3.279458,25.37252,4.792843,25.23265,30.02549,21.29701,22.08755,118.4798,13454.42,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,1970,East Asia & Pacific,High income,91.03483,28.5372,2.864433,29.08624,5.594895,28.93118,34.52608,24.56106,25.45569,117.7929,15613.75,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,1971,East Asia & Pacific,High income,92.96248,29.28566,2.375926,31.3849,5.909667,31.26873,37.17839,25.38085,26.23066,123.1981,15498.75,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,1972,East Asia & Pacific,High income,89.98055,30.83726,3.60954,32.41578,6.387677,32.33588,38.72356,26.8042,27.37508,120.6374,18769.31,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,1973,East Asia & Pacific,High income,87.67049,30.57167,4.23043,30.08098,6.221994,29.80402,36.02601,26.24888,26.61814,113.544,23636.68,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,1974,East Asia & Pacific,High income,87.58935,29.33899,4.409524,31.12063,5.853381,30.62943,36.48281,24.65792,24.90068,124.2174,21433.98,,,,,,,,,,,,,,,,,0.0975257,0.0975257,,
"Korea, Rep.",KOR,1975,East Asia & Pacific,High income,84.32048,27.49034,5.861103,31.51951,5.963948,30.79502,36.75897,22.89295,23.09601,134.5175,25702.32,,,,,,,,,,,,,,,,,,0.0875384,,
"Korea, Rep.",KOR,1976,East Asia & Pacific,High income,82.61253,25.80435,6.051947,28.75443,5.762623,27.59689,33.35952,21.60476,21.83846,127.7353,32717.02,,,,,,,,,,,,,,,,,0.1343213,0.312297,,0.1578275
"Korea, Rep.",KOR,1977,East Asia & Pacific,High income,83.48431,27.42783,5.634104,28.47956,5.898667,26.85077,32.74943,23.01399,23.33589,116.6715,42837.04,,,,,,,,,,,,,,,,,0.120214,0.4364292,,0.2691749
"Korea, Rep.",KOR,1978,East Asia & Pacific,High income,84.83391,27.96725,5.213475,29.1624,6.054383,27.35552,33.40991,23.25003,23.61119,117.658,53035.04,,,,,,,,,,,,,,,,,,0.4700137,,0.2030923
"Korea, Rep.",KOR,1979,East Asia & Pacific,High income,87.64944,27.98503,4.526066,32.12057,6.581748,30.2977,36.87944,23.22418,23.52757,130.4575,58320.34,,,,,,,,,,7.494386,3.753226,54.12057,945.8032,,,,,0.3815649,,0.1517246
"Korea, Rep.",KOR,1980,East Asia & Pacific,High income,90.76149,29.20457,3.787852,37.21283,7.857846,35.06619,42.92404,24.59711,24.89602,142.5622,48240.87,,,,,,,,,,6.590339,3.265012,43.58013,923.3083,,,,0.072329,0.4709082,,0.8657939
"Korea, Rep.",KOR,1981,East Asia & Pacific,High income,91.5705,29.1645,3.6316,39.45039,8.348554,36.91368,45.26223,25.11003,25.34798,147.0077,52163.26,,,,,,,,,,5.38125,3.657644,92.82337,885.7728,,,,-0.0566098,0.4473557,,0.9535303
"Korea, Rep.",KOR,1982,East Asia & Pacific,High income,91.56966,31.41097,3.954927,42.95808,8.623802,39.71315,48.33696,27.42949,27.61486,144.7827,59693.61,,,,,,,,,,5.393225,3.898748,62.83353,849.3032,,,,,0.4230236,,1.008442
"Korea, Rep.",KOR,1983,East Asia & Pacific,High income,91.95603,31.92921,3.859971,44.12591,8.466311,40.59762,49.06393,27.90071,28.12551,145.5075,62388.88,,,,,,,,,,4.939864,2.713172,51.24906,821.8409,,,0.5442699,0.0827354,0.5458238,,1.057749
"Korea, Rep.",KOR,1984,East Asia & Pacific,High income,92.52394,30.81768,3.580813,44.31626,8.244438,40.78627,49.0307,26.96449,27.20842,151.2592,62151.26,,,,,,,,,,5.435014,3.061213,71.78228,831.5606,,,1.174808,0.3747512,1.180156,,0.9788045
"Korea, Rep.",KOR,1985,East Asia & Pacific,High income,93.53773,30.65186,3.170199,45.88691,8.308238,42.3634,50.67164,27.021,27.24786,156.7795,64347.29,,,,,,,,,,6.575618,3.783574,61.68398,838.1173,,,2.689706,0.4487744,2.716581,,1.154647
"Korea, Rep.",KOR,1986,East Asia & Pacific,High income,94.38467,30.93516,2.739578,46.04791,7.961877,42.64254,50.60442,27.53831,27.8782,154.8481,77906.38,,,,,,,,,,9.253716,6.605811,104.2169,861.3646,,,3.333201,0.1081903,3.375538,,1.503067
"Korea, Rep.",KOR,1987,East Asia & Pacific,High income,94.96952,30.88718,2.358263,44.52119,7.534391,41.05165,48.58604,27.60896,27.98245,148.6896,96557.93,,,,,,,,,,16.29855,12.85312,108.6018,934.6088,,,3.437379,0.0342153,3.578923,,1.416925
"Korea, Rep.",KOR,1988,East Asia & Pacific,High income,95.07286,31.15669,2.198931,42.42998,7.071982,38.96913,46.04111,27.90038,28.18995,139.6724,130121.2,,,,,,,,,,33.19458,28.73428,129.944,1194.35,,,2.367791,0.0304624,2.463392,,1.271551
"Korea, Rep.",KOR,1989,East Asia & Pacific,High income,95.52337,32.99686,2.06624,44.08997,7.009509,40.89287,47.90238,29.63713,29.95271,137.9785,149969.4,,,,,,,,,,50.02271,43.62997,98.08161,1481.777,,,1.737352,0.0681652,1.798576,,0.898097
"Korea, Rep.",KOR,1990,East Asia & Pacific,High income,96.67014,32.70424,1.581815,45.92211,7.078613,43.2529,50.33152,29.46602,29.83761,146.7891,157105.4,,,,,,,,,1.781332,44.61897,34.60239,59.86389,1579.219,27.94654,15.78395,1.559377,-0.0476106,1.629501,,0.863793
"Korea, Rep.",KOR,1991,East Asia & Pacific,High income,97.38609,32.38934,1.251114,46.61245,7.190537,44.25623,51.44676,29.31772,29.68169,150.9538,174955.3,,,,,,,,,1.945573,31.82286,24.11288,79.6304,1584.453,30.1179,12.98819,2.147195,0.1571833,2.226355,,0.8220199
"Korea, Rep.",KOR,1992,East Asia & Pacific,High income,97.69645,33.3079,1.107065,46.95185,7.35965,44.82053,52.18018,30.3142,30.64415,147.8533,188586.1,,,,,,,,,2.073797,28.63176,27.76173,114.9158,1572.645,32.94429,13.91147,2.83881,0.257391,2.884722,,0.8360779
"Korea, Rep.",KOR,1993,East Asia & Pacific,High income,97.89148,33.87563,0.9969981,46.28732,7.311227,44.38914,51.70037,30.61529,30.92178,144.9901,208757.9,,,,,,,,7.757189,2.144884,31.8024,41.79756,171.374,1568.064,35.37051,15.24959,3.811988,0.6313699,3.884258,,0.7472894
"Korea, Rep.",KOR,1994,East Asia & Pacific,High income,98.09018,33.95621,0.8916049,45.79366,7.013293,44.09651,51.10981,30.54682,30.82876,144.3571,247229.3,,,,,,,,7.580844,2.225297,36.75157,55.16953,171.3015,1565.806,36.63192,14.49724,4.236404,0.0588231,4.288383,,0.6775856
"Korea, Rep.",KOR,1995,East Asia & Pacific,High income,98.53951,33.70546,0.6744137,45.5029,6.737474,43.98332,50.72079,30.40522,30.67291,144.6571,283742.2,,,,,,,,8.227038,2.492262,34.65761,44.04737,95.58235,1598.918,36.99406,13.01334,4.770903,0.2468843,4.842025,2.11718,0.5895734
"Korea, Rep.",KOR,1996,East Asia & Pacific,High income,98.88326,34.79706,0.5375581,47.59917,6.934361,46.23986,53.17422,31.59506,31.87117,146.3515,291897.2,2.11652,2.174115,44.36367,0.2005072,3.453101,76.70393,7.83182,7.931774,2.728741,26.53656,29.88657,111.8396,1669.424,37.52261,11.86151,6.998293,0.893999,7.102669,1.835743,0.5607432
"Korea, Rep.",KOR,1997,East Asia & Pacific,High income,98.14163,35.8269,0.9747891,51.47927,7.832037,50.12081,57.95284,32.90953,33.27304,152.2988,163164.8,1.77378,1.524054,44.51984,-0.5614083,-11.51195,81.88194,4.509449,9.230746,2.998277,14.4845,28.64649,211.545,1688.661,29.66113,8.564202,8.76662,0.0206277,9.079232,1.259595,0.6971621
"Korea, Rep.",KOR,1998,East Asia & Pacific,High income,96.59293,44.75348,2.174876,61.65937,10.02987,59.41198,69.44185,41.86105,42.86406,141.9266,287156.2,2.201063,1.977698,83.82399,-2.34754,-50.44228,67.208,2.523128,8.85154,2.685488,19.2303,37.47679,222.8363,1616.022,45.95158,14.14652,14.11454,-0.199871,14.13553,1.265149,1.324012
"Korea, Rep.",KOR,1999,East Asia & Pacific,High income,96.93497,50.90586,2.027287,64.11547,9.589132,60.84933,70.43846,48.02242,49.25304,126.7103,376866.1,1.6957,2.849793,92.8258,-1.53317,-34.72498,41.90752,5.141098,8.105365,2.484853,45.34007,97.86478,347.5648,1527.35,60.35326,21.30571,10.17355,0.0937664,10.24342,1.070687,0.8927596
"Korea, Rep.",KOR,2000,East Asia & Pacific,High income,98.21873,56.98093,1.237645,68.24361,8.732312,64.58524,73.31755,54.12905,55.20498,119.3172,411464.3,1.506444,2.3437,100,0.294264,5.778817,44.73806,7.006072,8.153761,2.114821,44.16115,116.2551,199.7253,2642.097,50.71873,20.7284,8.704394,-0.0968604,8.808775,0.6644591,0.8023921
"Korea, Rep.",KOR,2001,East Asia & Pacific,High income,98.55093,62.99907,1.092605,74.30821,8.179983,69.96122,78.1412,60.39032,61.55469,115.8484,441555.7,0.9756848,1.455273,,0.4332079,8.771221,43.58532,7.632215,6.882699,2.633953,36.34318,76.8287,193.0613,2934.336,53.9559,22.94797,8.733231,0.2318723,8.761246,0.6253265,0.8444391
"Korea, Rep.",KOR,2002,East Asia & Pacific,High income,98.75074,63.16475,0.9876103,78.06784,6.912126,73.51245,80.42458,60.69698,61.75871,121.1139,530016.8,1.148416,2.108368,,0.94148,18.79151,42.78988,7.940044,6.439723,2.610177,40.62436,79.55688,234.824,3173.488,66.16281,13.53178,8.522602,0.4472759,8.630751,0.675762,0.8408426
"Korea, Rep.",KOR,2003,East Asia & Pacific,High income,98.93172,64.34264,0.8968579,83.05714,6.478408,78.72361,85.20202,61.93163,62.97995,127.1137,552028.7,1.207464,2.310344,100,0.7417904,14.98885,41.41108,7.894696,6.214271,2.550817,43.69367,79.01376,153.7657,3253.13,58.6032,16.68509,8.876884,0.1249043,8.981211,0.9770853,0.8633389
"Korea, Rep.",KOR,2004,East Asia & Pacific,High income,99.1813,61.27919,0.6684253,80.97612,6.569672,76.46672,83.03639,58.98662,59.90492,129.634,612015,2.09803,4.067657,100,1.132927,22.6926,42.92746,8.365439,6.135676,2.559378,50.76534,65.99503,135.4188,3265.22,62.42059,22.60562,9.207629,0.1328312,9.26589,1.049477,0.7759642
"Korea, Rep.",KOR,2005,East Asia & Pacific,High income,99.24452,58.78437,0.6170439,81.05847,6.919342,75.62642,82.54576,56.50674,57.35743,133.8361,624079.7,1.830476,2.95664,100,1.075411,19.75824,53.12241,9.506187,6.683235,2.684771,67.00266,99.88425,199.3629,3353.771,56.16947,24.72993,8.899872,0.6002424,8.944402,0.8652079,0.5790207
"Korea, Rep.",KOR,2006,East Asia & Pacific,High income,99.00911,57.99684,0.8650647,86.43657,,79.86868,83.36771,55.70846,56.1676,143.369,691315.5,0.2310257,0.1576035,100,-0.0699613,-1.206942,139.2763,2.532825,6.879004,2.929599,79.80756,130.6449,165.856,3486.911,57.22002,28.14485,9.493236,0.3426575,9.526511,1.062171,0.4792955
"Korea, Rep.",KOR,2007,East Asia & Pacific,High income,98.83447,54.61745,1.060549,89.93151,,83.3447,83.3447,52.40088,52.40088,159.0521,661927.6,1.177712,1.902656,,0.4889981,11.84902,55.59349,6.441587,7.198183,3.117517,88.32028,146.8559,193.4223,3604.907,55.06511,26.54656,9.710272,0.1612215,9.846179,1.755076,0.4591606
"Korea, Rep.",KOR,2008,East Asia & Pacific,High income,98.80045,56.11436,1.175487,96.81861,,90.19001,90.19001,53.76445,53.76445,167.7503,569852.6,1.099184,1.70984,,0.0346919,0.8488484,60.15488,5.456491,6.660196,3.248265,72.03242,141.9976,164.4528,3646.949,47.76171,22.09495,10.47435,-0.8103019,10.56665,1.555756,0.6962649
"Korea, Rep.",KOR,2009,East Asia & Pacific,High income,98.80703,60.83603,1.208675,100.1074,,93.04332,93.04332,58.27326,58.27326,159.6673,673233.5,1.43828,2.058142,55.66932,0.1779649,4.323196,59.20089,6.125234,6.681972,3.653686,68.78696,150.4376,271.6668,3605.918,71.75325,32.53899,13.73415,-0.2521246,13.86109,1.508409,0.665181
"Korea, Rep.",KOR,2010,East Asia & Pacific,High income,98.74992,62.98705,1.195159,94.41183,,87.63707,87.63707,60.33927,60.33927,145.2405,781836.9,2.355844,4.977527,51.757,1.227718,15.51004,43.3696,11.83772,6.560256,3.971735,92.33364,160.4476,161.2674,3594.051,65.49923,30.50493,12.12261,0.2235725,12.24587,1.324474,0.534829
"Korea, Rep.",KOR,2011,East Asia & Pacific,High income,98.76417,67.28577,1.176827,94.04872,,87.57613,87.57613,64.40858,64.40858,135.9697,814896.4,1.233127,2.665751,50.5735,0.8899851,11.35443,42.11147,11.71377,6.647346,4.429929,89.72241,152.3178,179.2976,3602.565,61.37589,29.33936,12.49001,0.4251272,12.63306,1.531072,0.5490561
"Korea, Rep.",KOR,2012,East Asia & Pacific,High income,98.61209,69.02168,1.309069,93.01032,,86.84591,86.84591,65.90521,65.90521,131.774,905557.9,1.511261,2.510813,50.41817,0.595341,7.654118,52.81144,11.60223,8.371122,4.804012,88.52457,143.1653,146.3923,3519.931,71.08192,33.67297,13.42232,-0.287208,13.47498,1.040903,0.5388502
"Korea, Rep.",KOR,2013,East Asia & Pacific,High income,98.76911,97.98219,1.41908,113.87,,106.3966,106.3966,91.30741,91.30741,116.5257,1711652,1.471921,2.233113,49.84227,0.3954487,4.976924,58.17392,11.50601,5.403267,3.638077,94.06055,113.8144,108.2889,3565.416,72.58763,35.21135,13.91155,0.7071052,13.94426,0.9685331,0.4959693
"Korea, Rep.",KOR,2014,East Asia & Pacific,High income,98.98231,128.6729,1.411528,137.2876,,128.2428,128.2428,118.1957,118.1957,108.5003,1763793,1.403454,2.059751,50.13593,0.4078669,5.163539,60.42955,11.22106,7.440739,4.991734,89.00018,95.06556,102.1981,3643.59,67.50414,34.40439,13.22666,0.5195085,13.19999,1.054691,0.465765
"Korea, Rep.",KOR,2015,East Asia & Pacific,High income,99.07286,130.8351,1.288586,137.6966,,128.4937,128.4937,119.9486,119.9486,107.1239,1776170,1.707322,1.519101,61.13741,0.3180961,4.237339,74.11233,10.26724,7.493886,4.955456,85.61383,110.1234,155.7419,3818.489,66.91953,36.03198,12.70517,-0.3279663,12.73319,1.634589,0.4674623
"Korea, Rep.",KOR,2016,East Asia & Pacific,High income,99.24111,133.7822,1.067805,139.6396,,130.4225,130.4225,122.7087,122.7087,106.2863,1809688,1.994938,1.864045,53.08453,0.4808581,6.734665,71.48955,10.3845,7.317071,4.997935,86.81036,120.2373,130.3415,3978.87,63.90924,36.50792,12.21667,-0.1779045,12.28792,1.499097,0.4610956
"Korea, Rep.",KOR,2017,East Asia & Pacific,High income,99.31543,135.344,0.9754972,141.5217,,133.0014,133.0014,123.8351,123.8351,107.402,2101523,1.806084,2.010947,52.39502,0.6226004,8.791228,63.35228,10.52175,6.528477,4.905202,100.4761,120.0857,130.8117,4107.55,69.87574,40.65376,12.15117,0.2266208,12.15776,1.291861,0.4263528
Lao PDR,LAO,1989,East Asia & Pacific,Lower middle income,53.05466,4.076754,2.214976,2.503226,,0.1383244,0.1383244,1.932169,1.932169,7.159025,100.1566,,,,,,,,,,,,,,,,,,,,1.162389
Lao PDR,LAO,1990,East Asia & Pacific,Lower middle income,64.62676,3.640783,1.493229,2.728123,,0.2273214,0.2273214,2.014668,2.014668,11.28332,104.4315,,,,,,,,,,,,,,,,,,,,1.2593
Lao PDR,LAO,1991,East Asia & Pacific,Lower middle income,80.17784,3.403227,0.7029387,2.843288,,0.8656666,0.8656666,2.013672,2.013672,42.98944,114.6315,,,,,,,,,,,,,,,,,,,,1.011587
Lao PDR,LAO,1992,East Asia & Pacific,Lower middle income,81.36828,3.792151,0.630788,2.754772,,1.700178,1.700178,2.518397,2.518397,67.51031,164.7187,,,,,,,,,,,,,,,,,,,,0.9576107
Lao PDR,LAO,1993,East Asia & Pacific,Lower middle income,83.43068,5.595131,0.733291,3.692302,,2.747813,2.747813,4.033052,4.033052,68.13232,263.4894,,,,,,,,,,,,,,,,,,,,0.9113171
